name, version, created, downloads
sportweb, 0.3.3, 2018-06-29, 1843
sportweb, 0.3.2, 2018-06-29, 1312
sportweb, 0.3.1, 2018-06-29, 1310
sportweb, 0.3.0, 2018-06-26, 1373
sportweb, 0.2.0, 2018-06-25, 1371
sportweb, 0.1.0, 2018-06-22, 1365
sportweb, 0.0.8, 2016-10-07, 1938
sportweb, 0.0.7, 2016-10-06, 1600
sportweb, 0.0.5, 2016-10-04, 1596
sportweb, 0.0.3, 2014-08-16, 2489
sportweb, 0.0.2, 2014-08-16, 2123
sportweb, 0.0.1, 2014-08-16, 2138
